time,Estimated profit%,Base,Intermediate,srcExchange,dstExchange,initialBaseAmount,initialAmountOfAltCoin,finalBaseAmount,amountOfAltCoinAtDst,ProfitInBase,TotalProfit%
4/12/2019 15:57,7.794117647,ETH,DASH,Coss,Okex,0.67048,0.986,0.70289158,0.974028,0.03241158,4.83408606
4/12/2019 15:57,7.647302941,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.705207774,0.974028,0.034727774,5.179539081
4/12/2019 16:00,7.835294118,ETH,DASH,Coss,Binance,0.67048,0.986,0.703182436,0.974028,0.032702436,4.877466249
4/12/2019 16:00,7.686911765,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.702737825,0.974028,0.032257825,4.811153968
4/12/2019 16:00,7.082352941,ETH,DASH,Coss,Kucoin,0.67048,0.986,0.6988602,0.974028,0.0283802,4.232818254
4/12/2019 16:00,7.794117647,ETH,DASH,Coss,Okex,0.67048,0.986,0.701919013,0.974028,0.031439013,4.689030733
4/12/2019 16:00,7.647323529,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.705207774,0.974028,0.034727774,5.179539081
4/12/2019 16:04,7.922058824,ETH,DASH,Coss,Binance,0.67048,0.986,0.70273564,0.974028,0.03225564,4.810828074
4/12/2019 16:04,7.761323529,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.702737825,0.974028,0.032257825,4.811153968
4/12/2019 16:04,7.541176471,ETH,DASH,Coss,Kucoin,0.67048,0.986,0.692635075,0.974028,0.022155075,3.304360277
4/12/2019 16:04,7.647058824,ETH,DASH,Coss,Okex,0.67048,0.986,0.701079247,0.974028,0.030599247,4.563782186
4/12/2019 16:04,7.647323529,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.70451153,0.974028,0.03403153,5.075696536
4/12/2019 16:08,7.755882353,ETH,DASH,Coss,Binance,0.67048,0.986,0.703206991,0.974028,0.032726991,4.881128655
4/12/2019 16:08,7.899411765,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.703951122,0.974028,0.033471122,4.992113354
4/12/2019 16:08,7.382352941,ETH,DASH,Coss,Kucoin,0.67048,0.986,0.700708891,0.974028,0.030228891,4.508544716
4/12/2019 16:08,7.647058824,ETH,DASH,Coss,Okex,0.67048,0.986,0.70289158,0.974028,0.03241158,4.83408606
4/12/2019 16:08,7.542122059,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.704513133,0.974028,0.034033133,5.075935637
4/12/2019 16:11,7.777941177,ETH,DASH,Coss,Binance,0.67048,0.986,0.703460285,0.974028,0.032980285,4.918906625
4/12/2019 16:11,8.025588235,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.703785727,0.974028,0.033305727,4.967445309
4/12/2019 16:11,7.441176471,ETH,DASH,Coss,Kucoin,0.67048,0.986,0.700922963,0.974028,0.030442963,4.540472868
4/12/2019 16:11,7.794117647,ETH,DASH,Coss,Okex,0.67048,0.986,0.702023856,0.974028,0.031543856,4.704667664
4/12/2019 16:11,7.542433824,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.704514785,0.974028,0.034034785,5.076181985
4/12/2019 16:14,7.916176471,ETH,DASH,Coss,Binance,0.67048,0.986,0.704029123,0.974028,0.033549123,5.003746948
4/12/2019 16:14,7.861764706,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.703770174,0.974028,0.033290174,4.965125585
4/12/2019 16:14,7.457352941,ETH,DASH,Coss,Kucoin,0.67048,0.986,0.701368578,0.974028,0.030888578,4.606935022
4/12/2019 16:14,7.794117647,ETH,DASH,Coss,Okex,0.67048,0.986,0.702062844,0.974028,0.031582844,4.710482667
4/12/2019 16:14,7.573563235,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.704720452,0.974028,0.034240452,5.106856545
4/12/2019 16:18,8.114705882,ETH,DASH,Coss,Binance,0.67048,0.986,0.705381658,0.974028,0.034901658,5.205473327
4/12/2019 16:18,8.037794118,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.704933754,0.974028,0.034453754,5.138669866
4/12/2019 16:18,7.739705882,ETH,DASH,Coss,Kucoin,0.67048,0.986,0.700387783,0.974028,0.029907783,4.460652488
4/12/2019 16:18,7.941176471,ETH,DASH,Coss,Okex,0.67048,0.986,0.703741949,0.974028,0.033261949,4.960915873
4/12/2019 16:18,7.653525,ETH,DASH,Coss,Bittrex,0.67048,0.986,0.705428238,0.974028,0.034948238,5.212420621
4/12/2019 16:24,8.138235294,ETH,DASH,Coss,Binance,0.67048,0.986,0.70574931,0.974028,0.03526931,5.260307568
4/12/2019 16:24,8.108676471,ETH,DASH,Coss,Hitbtc,0.67048,0.986,0.705465481,0.974028,0.034985481,5.217975398
